hr1068-113,G000289,Passed,113,2013-03-12,M000485,yea,
hr1068-113,G000289,Passed,113,2013-03-12,L000580,yea,
hr1068-113,G000289,Passed,113,2013-03-12,B000911,yea,
hr1068-113,G000289,Passed,113,2013-03-12,D000096,yea,
hr1068-113,G000289,Passed,113,2013-03-12,D000399,yea,
hr1068-113,G000289,Passed,113,2013-03-12,P000594,yea,
hr1068-113,G000289,Passed,113,2013-03-12,W000187,yea,
hr1068-113,G000289,Passed,113,2013-03-12,D000622,yea,
hr1068-113,G000289,Passed,113,2013-03-12,D000621,yea,
hr1068-113,G000289,Passed,113,2013-03-12,D000620,yea,
hr1068-113,G000289,Passed,113,2013-03-12,A000210,yea,
hr1068-113,G000289,Passed,113,2013-03-12,C001095,yea,
hr1068-113,G000289,Passed,113,2013-03-12,I000057,yea,
hr1068-113,G000289,Passed,113,2013-03-12,I000056,yea,
hr1068-113,G000289,Passed,113,2013-03-12,D000533,yea,
hr1068-113,G000289,Passed,113,2013-03-12,M001191,yea,
hr1068-113,G000289,Passed,113,2013-03-12,M001190,yea,
hr1068-113,G000289,Passed,113,2013-03-12,B001271,yea,
hr1068-113,G000289,Passed,113,2013-03-12,B001270,yea,
hr1068-113,G000289,Passed,113,2013-03-12,B001273,yea,
hr1068-113,G000289,Passed,113,2013-03-12,B001275,yea,
hr1068-113,G000289,Passed,113,2013-03-12,B001274,yea,
hr1068-113,G000289,Passed,113,2013-03-12,B001279,yea,
hr1068-113,G000289,Passed,113,2013-03-12,B001278,yea,
hr1068-113,G000289,Passed,113,2013-03-12,M001177,yea,
hr1068-113,G000289,Passed,113,2013-03-12,N000179,yea,
hr1068-113,G000289,Passed,113,2013-03-12,C001072,yea,
hr1068-113,G000289,Passed,113,2013-03-12,C001076,yea,
hr1068-113,G000289,Passed,113,2013-03-12,C001077,yea,
hr1068-113,G000289,Passed,113,2013-03-12,C001075,yea,
hr1068-113,G000289,Passed,113,2013-03-12,C001078,yea,
hr1068-113,G000289,Passed,113,2013-03-12,P000034,yea,
hr1068-113,G000289,Passed,113,2013-03-12,M001179,yea,
hr1068-113,G000289,Passed,113,2013-03-12,W000207,yea,
hr1068-113,G000289,Passed,113,2013-03-12,D000197,yea,
hr1068-113,G000289,Passed,113,2013-03-12,P000523,yea,
hr1068-113,G000289,Passed,113,2013-03-12,D000191,yea,
hr1068-113,G000289,Passed,113,2013-03-12,G000546,yea,
hr1068-113,G000289,Passed,113,2013-03-12,G000549,yea,
hr1068-113,G000289,Passed,113,2013-03-12,G000548,yea,
hr1068-113,G000289,Passed,113,2013-03-12,C000071,yea,
hr1068-113,G000289,Passed,113,2013-03-12,L000559,yea,
hr1068-113,G000289,Passed,113,2013-03-12,S001145,yea,
hr1068-113,G000289,Passed,113,2013-03-12,L000554,yea,
hr1068-113,G000289,Passed,113,2013-03-12,L000557,yea,
hr1068-113,G000289,Passed,113,2013-03-12,L000551,yea,
hr1068-113,G000289,Passed,113,2013-03-12,R000487,yea,
hr1068-113,G000289,Passed,113,2013-03-12,R000486,yea,
hr1068-113,G000289,Passed,113,2013-03-12,V000108,yea,
hr1068-113,G000289,Passed,113,2013-03-12,K000378,yea,
hr1068-113,G000289,Passed,113,2013-03-12,K000379,yea,
hr1068-113,G000289,Passed,113,2013-03-12,K000376,yea,
hr1068-113,G000289,Passed,113,2013-03-12,K000375,yea,
hr1068-113,G000289,Passed,113,2013-03-12,B001280,yea,
hr1068-113,G000289,Passed,113,2013-03-12,B001281,yea,
hr1068-113,G000289,Passed,113,2013-03-12,B001282,yea,
hr1068-113,G000289,Passed,113,2013-03-12,B001283,yea,
hr1068-113,G000289,Passed,113,2013-03-12,B001284,yea,
hr1068-113,G000289,Passed,113,2013-03-12,B001285,yea,
hr1068-113,G000289,Passed,113,2013-03-12,B001286,yea,
hr1068-113,G000289,Passed,113,2013-03-12,B001287,yea,
hr1068-113,G000289,Passed,113,2013-03-12,P000595,yea,
hr1068-113,G000289,Passed,113,2013-03-12,P000597,yea,
hr1068-113,G000289,Passed,113,2013-03-12,P000591,yea,
hr1068-113,G000289,Passed,113,2013-03-12,P000593,yea,
hr1068-113,G000289,Passed,113,2013-03-12,P000592,yea,
hr1068-113,G000289,Passed,113,2013-03-12,P000599,yea,
hr1068-113,G000289,Passed,113,2013-03-12,W000791,yea,
hr1068-113,G000289,Passed,113,2013-03-12,N000015,yea,
hr1068-113,G000289,Passed,113,2013-03-12,S000583,yea,
hr1068-113,G000289,Passed,113,2013-03-12,L000563,yea,
hr1068-113,G000289,Passed,113,2013-03-12,S000030,yea,
hr1068-113,G000289,Passed,113,2013-03-12,F000372,yea,
hr1068-113,G000289,Passed,113,2013-03-12,L000565,yea,
hr1068-113,G000289,Passed,113,2013-03-12,M000309,yea,
hr1068-113,G000289,Passed,113,2013-03-12,F000458,yea,
hr1068-113,G000289,Passed,113,2013-03-12,F000459,yea,
hr1068-113,G000289,Passed,113,2013-03-12,F000456,yea,
hr1068-113,G000289,Passed,113,2013-03-12,F000454,yea,
hr1068-113,G000289,Passed,113,2013-03-12,F000455,yea,
hr1068-113,G000289,Passed,113,2013-03-12,F000450,yea,
hr1068-113,G000289,Passed,113,2013-03-12,F000451,yea,
hr1068-113,G000289,Passed,113,2013-03-12,W000798,yea,
hr1068-113,G000289,Passed,113,2013-03-12,W000799,yea,
hr1068-113,G000289,Passed,113,2013-03-12,B000490,yea,
hr1068-113,G000289,Passed,113,2013-03-12,W000795,yea,
hr1068-113,G000289,Passed,113,2013-03-12,W000796,yea,
hr1068-113,G000289,Passed,113,2013-03-12,W000797,yea,
hr1068-113,G000289,Passed,113,2013-03-12,K000009,yea,
hr1068-113,G000289,Passed,113,2013-03-12,T000465,yea,
hr1068-113,G000289,Passed,113,2013-03-12,T000467,yea,
hr1068-113,G000289,Passed,113,2013-03-12,T000460,yea,
hr1068-113,G000289,Passed,113,2013-03-12,T000463,yea,
hr1068-113,G000289,Passed,113,2013-03-12,T000462,yea,
