L000261	N00001691	senate	Michigan	Carl	Levin	D	True	sencarllevin	http://www.levin.senate.gov
W000808	N00030650	house	Florida	Frederica	Wilson	D	True	RepWilson	http://wilson.house.gov
C001045	N00012739	house	Florida	Ander	Crenshaw	R	True	AnderCrenshaw	http://crenshaw.house.gov
R000582	N00028463	house	Tennessee	David	Roe	R	True	DrPhilRoe	http://roe.house.gov
P000606	N00034416	house	North Carolina	Robert	Pittenger	R	True	RepPittenger	http://pittenger.house.gov
B001135	N00002221	senate	North Carolina	Richard	Burr	R	True	senatorburr	http://www.burr.senate.gov
B001285	N00034254	house	California	Julia	Brownley	D	True	JuliaBrownley26	http://juliabrownley.house.gov
G000535	N00004874	house	Illinois	Luis	Gutierrez	D	True	LuisGutierrez	http://gutierrez.house.gov
B001283	N00033532	house	Oklahoma	Jim	Bridenstine	R	True	RepJBridenstine	http://bridenstine.house.gov
B001273	N00031539	house	Tennessee	Diane	Black	R	True	RepDianeBlack	http://black.house.gov
K000363	N00004436	house	Minnesota	John	Kline	R	True	repjohnkline	http://kline.house.gov
M000087	N00000078	house	New York	Carolyn	Maloney	D	True	RepMaloney	http://maloney.house.gov
H001066	N00033638	house	Nevada	Steven	Horsford	D	True	RepHorsford	http://horsford.house.gov
D000614	N00030967	house	Wisconsin	Sean	Duffy	R	True	RepSeanDuffy	http://duffy.house.gov
H001065	N00033399	house	North Carolina	George	Holding	R	True	RepHolding	http://holding.house.gov
H000874	N00001821	house	Maryland	Steny	Hoyer	D	True	WhipHoyer	http://hoyer.house.gov
R000146	N00009922	senate	Nevada	Harry	Reid	D	True	SenatorReid	http://www.reid.senate.gov
S000510	N00007833	house	Washington	Adam	Smith	D	True	Rep_Adam_Smith	http://www.house.gov/adamsmith
M001190	N00033410	house	Oklahoma	Markwayne	Mullin	R	True	RepMullin	http://mullin.house.gov
D000619	N00034784	house	Illinois	Rodney	Davis	R	True	RodneyDavis	http://rodneydavis.house.gov
T000238	N00006052	house	Texas	Mac	Thornberry	R	True	MacTXPress	http://thornberry.house.gov/
E000288	N00028257	house	Minnesota	Keith	Ellison	D	True	keithellison	http://ellison.house.gov
L000559	N00009724	house	Rhode Island	James	Langevin	D	True	jimlangevin	http://www.house.gov/langevin
M001156	N00026627	house	North Carolina	Patrick	McHenry	R	True	PatrickMcHenry	http://mchenry.house.gov/
B000711	N00006692	senate	California	Barbara	Boxer	D	True	senatorboxer	http://www.boxer.senate.gov
H001055	N00031244	house	Nevada	Joseph	Heck	R	True	RepJoeHeck	http://heck.house.gov
C001069	N00024842	house	Connecticut	Joe	Courtney	D	True	repjoecourtney	http://courtney.house.gov
H000636	N00006008	house	Texas	Rubn	Hinojosa	D	True	USRepRHinojosa	http://www.house.gov/hinojosa
H001042	N00028139	senate	Hawaii	Mazie	Hirono	D	True	maziehirono	http://www.hirono.senate.gov
W000802	N00027533	senate	Rhode Island	Sheldon	Whitehouse	D	True	SenWhitehouse	http://www.whitehouse.senate.gov
H001056	N00031559	house	Washington	Jaime	Herrera Beutler	R	True	herrerabeutler	http://herrerabeutler.house.gov
V000108	N00003813	house	Indiana	Peter	Visclosky	D	True	repvisclosky	http://visclosky.house.gov
L000551	N00008046	house	California	Barbara	Lee	D	True	repbarbaralee	http://lee.house.gov
W000816	N00030602	house	Texas	Roger	Williams	R	True	RepRWilliams	http://williams.house.gov
R000395	N00003473	house	Kentucky	Harold	Rogers	R	True	RepHalRogers	http://halrogers.house.gov
W000797	N00026106	house	Florida	Debbie	Wasserman Schultz	D	True	RepDWStweets	http://wassermanschultz.house.gov
S001148	N00006263	house	Idaho	Michael	Simpson	R	True	CongMikeSimpson	http://www.house.gov/simpson
H000206	N00004207	senate	Iowa	Thomas	Harkin	D	True	SenatorHarkin	http://www.harkin.senate.gov
R000593	N00030645	house	Florida	Dennis	Ross	R	True	RepDennisRoss	http://dennisross.house.gov
B001252	N00026080	house	Georgia	John	Barrow	D	True	repjohnbarrow	http://barrow.house.gov
D000604	N00026171	house	Pennsylvania	Charles	Dent	R	True	None	http://dent.house.gov
S001186	N00031204	house	Florida	Steve	Southerland	R	True	Rep_Southerland	http://southerland.house.gov
K000362	N00025237	house	Iowa	Steve	King	R	True	stevekingia	http://steveking.house.gov
I000056	N00007017	house	California	Darrell	Issa	R	True	DarrellIssa	http://issa.house.gov/
P000608	N00033591	house	California	Scott	Peters	D	True	RepScottPeters	http://scottpeters.house.gov
G000386	N00001758	senate	Iowa	Charles	Grassley	R	True	ChuckGrassley	http://www.grassley.senate.gov
P000602	N00030744	house	Kansas	Mike	Pompeo	R	True	repmikepompeo	http://pompeo.house.gov
S001195	N00033549	house	Missouri	Jason	Smith	R	True		http://jasonsmith.house.gov
M001170	N00027694	senate	Missouri	Claire	McCaskill	D	True	mccaskilloffice	http://www.mccaskill.senate.gov
Y000031	N00001817	house	Florida	C.	Young	R	True	None	http://www.house.gov/young
N000002	N00000939	house	New York	Jerrold	Nadler	D	True	RepJerryNadler	http://www.house.gov/nadler
R000011	N00002198	house	West Virginia	Nick	Rahall	D	True	None	http://www.rahall.house.gov
T000465	N00029026	house	Massachusetts	Niki	Tsongas	D	True	nikiinthehouse	http://tsongas.house.gov
C001096	N00004614	house	North Dakota	Kevin	Cramer	R	True	RepKevinCramer	http://cramer.house.gov
K000375	N00031933	house	Massachusetts	William	Keating	D	True	USRepKeating	http://keating.house.gov
K000368	N00029260	house	Arizona	Ann	Kirkpatrick	D	True	RepKirkpatrick	http://kirkpatrick.house.gov
B001271	N00031934	house	Michigan	Dan	Benishek	R	True	CongressmanDan	http://benishek.house.gov
H000329	N00009157	house	Washington	Doc	Hastings	R	True	DocHastings	http://hastings.house.gov
M000725	N00007390	house	California	George	Miller	D	True	askgeorge	http://www.house.gov/georgemiller
S000320	N00009920	senate	Alabama	Richard	Shelby	R	True	SenShelbyPress	http://www.shelby.senate.gov
S001170	N00028091	house	New Hampshire	Carol	Shea-Porter	D	True	RepSheaPorter	http://shea-porter.house.gov
B000755	N00005883	house	Texas	Kevin	Brady	R	True	RepKevinBrady	http://kevinbrady.house.gov
S001183	N00006460	house	Arizona	David	Schweikert	R	True	RepDavid	http://schweikert.house.gov
L000579	N00033274	house	California	Alan	Lowenthal	D	True	RepLowenthal	http://lowenthal.house.gov
M001157	N00026460	house	Texas	Michael	McCaul	R	True	McCaulPressShop	http://mccaul.house.gov/
C000127	N00007836	senate	Washington	Maria	Cantwell	D	True	CantwellPress	http://www.cantwell.senate.gov
P000597	N00013817	house	Maine	Chellie	Pingree	D	True	chelliepingree	http://pingree.house.gov
B001284	N00033495	house	Indiana	Susan	Brooks	R	True	SusanWBrooks	http://susanwbrooks.house.gov
S001141	N00003062	senate	Alabama	Jefferson	Sessions	R	True	SenatorSessions	http://www.sessions.senate.gov
M000133	N00000270	senate	Massachusetts	Edward	Markey	D	True	markeymemo	None
C001066	N00027514	house	Florida	Kathy	Castor	D	True	None	http://castor.house.gov
E000215	N00007335	house	California	Anna	Eshoo	D	True	RepAnnaEshoo	http://eshoo.house.gov
B001243	N00003105	house	Tennessee	Marsha	Blackburn	R	True	MarshaBlackburn	http://blackburn.house.gov
M000355	N00003389	senate	Kentucky	Mitch	McConnell	R	True	McConnellPress	http://www.mcconnell.senate.gov
S001165	N00027523	house	New Jersey	Albio	Sires	D	True	Rep_Albio_Sires	http://sires.house.gov
B001279	N00033981	house	Arizona	Ron	Barber	D	True	RepRonBarber	http://barber.house.gov
G000549	N00025025	house	Pennsylvania	Jim	Gerlach	R	True	JimGerlach	http://gerlach.house.gov
M001150	N00009795	house	Michigan	Candice	Miller	R	True	CandiceMiller	http://candicemiller.house.gov
A000360	N00009888	senate	Tennessee	Lamar	Alexander	R	True	senalexander	http://www.alexander.senate.gov
G000559	N00030856	house	California	John	Garamendi	D	True	RepGaramendi	http://garamendi.house.gov
H001059	N00031104	house	Illinois	Randy	Hultgren	R	True	rephultgren	http://hultgren.house.gov
W000815	N00033310	house	Ohio	Brad	Wenstrup	R	True	RepBradWenstrup	http://wenstrup.house.gov
F000459	N00030815	house	Tennessee	Charles	Fleischmann	R	True	RepChuck	http://fleischmann.house.gov
M001139	N00006954	house	California	Gary	Miller	R	True	repgarymiller	http://garymiller.house.gov
S001145	N00004724	house	Illinois	Janice	Schakowsky	D	True	janschakowsky	http://www.house.gov/schakowsky
R000053	N00000964	house	New York	Charles	Rangel	D	True	cbrangel	http://rangel.house.gov
R000598	N00031253	house	Pennsylvania	Keith	Rothfus	R	True	KeithRothfus	http://rothfus.house.gov
D000482	N00001373	house	Pennsylvania	Michael	Doyle	D	True	USRepMikeDoyle	http://doyle.house.gov
P000598	N00029127	house	Colorado	Jared	Polis	D	True	RepPolisPress	http://polis.house.gov
F000448	N00006423	house	Arizona	Trent	Franks	R	True	RepTrentFranks	http://franks.house.gov/
G000564	N00031998	house	New York	Christopher	Gibson	R	True	RepChrisGibson	http://gibson.house.gov
W000806	N00026335	house	Florida	Daniel	Webster	R	True	RepWebster	http://webster.house.gov
C001072	N00029513	house	Indiana	Andr	Carson	D	True	RepAndreCarson	http://carson.house.gov
C001076	N00028958	house	Utah	Jason	Chaffetz	R	True	jasoninthehouse	http://chaffetz.house.gov
M001159	N00026314	house	Washington	Cathy	McMorris Rodgers	R	True	cathymcmorris	http://mcmorris.house.gov
R000585	N00030949	house	New York	Tom	Reed	R	True	RepTomReed	http://reed.house.gov
G000552	N00026148	house	Texas	Louie	Gohmert	R	True	replouiegohmert	http://gohmert.house.gov
C001046	N00013131	house	Virginia	Eric	Cantor	R	True	gopleader	http://cantor.house.gov
P000603	N00030836	senate	Kentucky	Rand	Paul	R	True	SenRandPaul	http://www.paul.senate.gov
V000132	N00034349	house	Texas	Filemon	Vela	D	True	RepFilemonVela	http://vela.house.gov
P000605	N00034120	house	Pennsylvania	Scott	Perry	R	True	RepScottPerry	http://perry.house.gov
W000672	N00002073	house	Virginia	Frank	Wolf	R	True	RepWOLFPress	http://www.house.gov/wolf
H001053	N00031005	house	Missouri	Vicky	Hartzler	R	True	RepHartzler	http://hartzler.house.gov
H001063	N00006806	house	California	Janice	Hahn	D	True	Rep_JaniceHahn	http://hahn.house.gov
G000566	N00030880	house	South Carolina	Trey	Gowdy	R	True	tgowdysc	http://gowdy.house.gov
Y000062	N00028073	house	Kentucky	John	Yarmuth	D	True	RepJohnYarmuth	http://yarmuth.house.gov
K000376	N00031647	house	Pennsylvania	Mike	Kelly	R	True	MikeKellyPA	http://kelly.house.gov
S001187	N00029574	house	Ohio	Steve	Stivers	R	True	RepSteveStivers	http://stivers.house.gov
G000572	N00033541	house	Texas	Pete	Gallego	D	True	RepPeteGallego	http://gallego.house.gov
B001250	N00025292	house	Utah	Rob	Bishop	R	True	RepRobBishop	http://robbishop.house.gov
J000292	N00032088	house	Ohio	Bill	Johnson	R	True	repbilljohnson	http://billjohnson.house.gov
C000880	N00006267	senate	Idaho	Michael	Crapo	R	True	mikecrapo	http://www.crapo.senate.gov
C001078	N00029891	house	Virginia	Gerald	Connolly	D	True	GerryConnolly	http://connolly.house.gov
E000179	N00001003	house	New York	Eliot	Engel	D	True	RepEliotEngel	http://www.house.gov/engel
R000599	N00033510	house	California	Raul	Ruiz	D	True	CongressmanRuiz	http://ruiz.house.gov
W000805	N00002097	senate	Virginia	Mark	Warner	D	True	MarkWarner	http://www.warner.senate.gov
C001068	N00003225	house	Tennessee	Steve	Cohen	D	True	repcohen	http://cohen.house.gov
A000210	N00000826	house	New Jersey	Robert	Andrews	D	True		http://www.house.gov/andrews
U000039	N00006561	senate	New Mexico	Tom	Udall	D	True	SenatorTomUdall	http://www.tomudall.senate.gov
M001169	N00027566	senate	Connecticut	Christopher	Murphy	D	True	None	http://www.murphy.senate.gov
F000461	N00031545	house	Texas	Bill	Flores	R	True	RepBillFlores	http://flores.house.gov
B001244	N00025330	house	Alabama	Jo	Bonner	R	True	repjobonner	http://bonner.house.gov
T000461	N00001489	senate	Pennsylvania	Patrick	Toomey	R	True	SenToomey	http://www.toomey.senate.gov
G000555	N00027658	senate	New York	Kirsten	Gillibrand	D	True	None	http://www.gillibrand.senate.gov
B000243	N00004643	senate	Montana	Max	Baucus	D	True	None	http://www.baucus.senate.gov
H001068	N00033030	house	California	Jared	Huffman	D	True	RepHuffman	http://huffman.house.gov
N000182	N00026043	house	Texas	Randy	Neugebauer	R	True	RandyNeugebauer	http://randy.house.gov
D000191	N00007781	house	Oregon	Peter	DeFazio	D	True	RepPeterDeFazio	http://www.defazio.house.gov
L000174	N00009918	senate	Vermont	Patrick	Leahy	D	True	SenatorLeahy	http://www.leahy.senate.gov
I000024	N00005582	senate	Oklahoma	James	Inhofe	R	True	InhofePress	http://www.inhofe.senate.gov
M000689	N00002793	house	Florida	John	Mica	R	True	None	http://www.house.gov/mica
B001280	N00033625	house	Michigan	Kerry	Bentivolio	R	True	repkerryb	http://bentivolio.house.gov
J000289	N00027894	house	Ohio	Jim	Jordan	R	True	Jim_Jordan	http://jordan.house.gov
C001088	N00031820	senate	Delaware	Chris	Coons	D	True	SenCoonsOffice	http://www.coons.senate.gov
V000081	N00001102	house	New York	Nydia	Velzquez	D	True	NydiaVelazquez	http://www.house.gov/velazquez
L000563	N00027239	house	Illinois	Daniel	Lipinski	D	True	replipinski	http://www.lipinski.house.gov
M001189	N00012546	house	Indiana	Luke	Messer	R	True	RepLukeMesser	http://messer.house.gov
F000372	N00000684	house	New Jersey	Rodney	Frelinghuysen	R	True	USRepRodney	http://frelinghuysen.house.gov
P000601	N00031958	house	Mississippi	Steven	Palazzo	R	True	congpalazzo	http://palazzo.house.gov
T000193	N00003288	house	Mississippi	Bennie	Thompson	D	True	BennieGThompson	http://benniethompson.house.gov
G000359	N00009975	senate	South Carolina	Lindsey	Graham	R	True	GrahamBlog	http://www.lgraham.senate.gov
L000111	N00004227	house	Iowa	Tom	Latham	R	True	TomLatham	http://www.house.gov/latham
H000324	N00002884	house	Florida	Alcee	Hastings	D	True	None	http://www.alceehastings.house.gov
N000185	N00032441	house	Florida	Richard	Nugent	R	True	RepRichNugent	http://nugent.house.gov
V000131	N00033839	house	Texas	Marc	Veasey	D	True	RepVeasey	http://veasey.house.gov
D000610	N00031317	house	Florida	Theodore	Deutch	D	True	repteddeutch	http://teddeutch.house.gov
B001260	N00027626	house	Florida	Vern	Buchanan	R	True	VernBuchanan	http://buchanan.house.gov
I000057	N00013345	house	New York	Steve	Israel	D	True	RepSteveIsrael	http://israel.house.gov
G000546	N00013323	house	Missouri	Sam	Graves	R	True	None	http://graves.house.gov
W000779	N00007724	senate	Oregon	Ron	Wyden	D	True	RonWyden	http://www.wyden.senate.gov
R000486	N00006671	house	California	Lucille	Roybal-Allard	D	True	RepRoybalAllard	http://www.house.gov/roybal-allard
B001286	N00033390	house	Illinois	Cheri	Bustos	D	True	RepCheri	http://bustos.house.gov
O000169	N00031011	house	New York	William	Owens	D	True	BillOwensNY	http://owens.house.gov
