M3400,2,NULL,1,NULL,2000,NULL,
M4100,4,NULL,2,NULL,-3000,NULL,
M4200,4,NULL,2,NULL,2500,NULL,
M5000,14,2,6,1,21000,2000,
M5200,2,NULL,1,NULL,2000,NULL,
M5300,4,NULL,1,NULL,10000,NULL,
M8000,4,NULL,2,NULL,1500,NULL,
T0000,8,NULL,2,NULL,15500,NULL,
T1100,2,2,1,1,1000,2000,
T1200,2,8,1,1,4000,20000,
T1300,2,NULL,1,NULL,2000,NULL,
T2000,6,4,2,2,2450,5400,
T2300,20,2,6,1,20000,2000,
T2310,2,2,1,1,2000,500,
T2400,2,4,1,2,5000,3000,
T3100,10,8,5,3,9000,4000,
T5100,4,2,1,1,4000,1000,
T5200,2,NULL,1,NULL,1000,NULL,
T5300,2,NULL,1,NULL,2000,NULL,
T6100,2,4,1,2,1000,4000,
T6200,4,2,2,1,7000,500,
T6250,4,2,1,1,4000,2000,
T8100,2,NULL,1,NULL,3000,NULL,
T8300,2,NULL,1,NULL,500,NULL,
T9100,12,6,4,3,1500,5000,
T9400,2,NULL,1,NULL,4500,NULL,
X1200,666,578,115,92,429054,326550,
X3000,28,92,12,30,26804,43078,
X3200,2,8,1,4,500,3900,
X3500,10,22,3,10,11500,19400,
X4000,2,8,1,4,400,9110,
X4200,2,2,1,1,2000,1000,
X5000,4,4,2,2,2500,1400,
X7000,2,8,1,4,500,2000,
Y1000,174,118,54,38,183806,110750,
Y2000,282,208,68,46,89908,67148,
Y3000,6,NULL,3,NULL,3500,NULL,
Y4000,1834,1852,184,139,1553232,1357108,
Z9000,22,22,8,8,145740,650308,
Z9600,2,NULL,1,NULL,2000,NULL,
y4000,4,NULL,2,NULL,3000,NULL,
