NULL,NULL,4,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,4,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,6,NULL,NULL,NULL,NULL,
NULL,NULL,4,NULL,NULL,NULL,NULL,
NULL,NULL,10,NULL,NULL,NULL,NULL,
NULL,NULL,6,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,8,NULL,NULL,NULL,NULL,
NULL,NULL,4,NULL,NULL,NULL,NULL,
NULL,NULL,4,NULL,NULL,NULL,NULL,
NULL,NULL,8,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,4,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,1112,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,8,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,4,NULL,NULL,NULL,NULL,
NULL,NULL,14,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,6,NULL,NULL,NULL,NULL,
NULL,NULL,4,NULL,NULL,NULL,NULL,
NULL,NULL,6,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,4,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,20,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,64,NULL,NULL,NULL,NULL,
NULL,NULL,30,NULL,NULL,NULL,NULL,
NULL,NULL,26,NULL,NULL,NULL,NULL,
NULL,NULL,6,NULL,NULL,NULL,NULL,
NULL,NULL,2,NULL,NULL,NULL,NULL,
NULL,NULL,NULL,NULL,2,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,3,NULL,NULL,
NULL,NULL,NULL,NULL,2,NULL,NULL,
NULL,NULL,NULL,NULL,2,NULL,NULL,
NULL,NULL,NULL,NULL,3,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,4,NULL,NULL,
NULL,NULL,NULL,NULL,2,NULL,NULL,
NULL,NULL,NULL,NULL,2,NULL,NULL,
NULL,NULL,NULL,NULL,2,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,2,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,81,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,3,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,2,NULL,NULL,
NULL,NULL,NULL,NULL,5,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,2,NULL,NULL,
NULL,NULL,NULL,NULL,3,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,2,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,7,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,10,NULL,NULL,
NULL,NULL,NULL,NULL,9,NULL,NULL,
NULL,NULL,NULL,NULL,7,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,1,NULL,NULL,
NULL,NULL,NULL,NULL,NULL,NULL,5500,
NULL,NULL,NULL,NULL,NULL,NULL,5000,
NULL,NULL,NULL,NULL,NULL,NULL,2000,
NULL,NULL,NULL,NULL,NULL,NULL,1000,
NULL,NULL,NULL,NULL,NULL,NULL,2000,
NULL,NULL,NULL,NULL,NULL,NULL,4000,
NULL,NULL,NULL,NULL,NULL,NULL,5000,
NULL,NULL,NULL,NULL,NULL,NULL,1400,
NULL,NULL,NULL,NULL,NULL,NULL,25000,
NULL,NULL,NULL,NULL,NULL,NULL,2500,
NULL,NULL,NULL,NULL,NULL,NULL,1000,
NULL,NULL,NULL,NULL,NULL,NULL,1000,
NULL,NULL,NULL,NULL,NULL,NULL,500,
NULL,NULL,NULL,NULL,NULL,NULL,-5500,
NULL,NULL,NULL,NULL,NULL,NULL,3000,
NULL,NULL,NULL,NULL,NULL,NULL,2500,
NULL,NULL,NULL,NULL,NULL,NULL,3500,
NULL,NULL,NULL,NULL,NULL,NULL,4000,
NULL,NULL,NULL,NULL,NULL,NULL,1000,
NULL,NULL,NULL,NULL,NULL,NULL,500,
NULL,NULL,NULL,NULL,NULL,NULL,2000,
NULL,NULL,NULL,NULL,NULL,NULL,2000,
NULL,NULL,NULL,NULL,NULL,NULL,500,
NULL,NULL,NULL,NULL,NULL,NULL,2000,
NULL,NULL,NULL,NULL,NULL,NULL,500,
NULL,NULL,NULL,NULL,NULL,NULL,2000,
NULL,NULL,NULL,NULL,NULL,NULL,674700,
NULL,NULL,NULL,NULL,NULL,NULL,-2000,
NULL,NULL,NULL,NULL,NULL,NULL,10000,
NULL,NULL,NULL,NULL,NULL,NULL,1000,
NULL,NULL,NULL,NULL,NULL,NULL,500,
NULL,NULL,NULL,NULL,NULL,NULL,5500,
NULL,NULL,NULL,NULL,NULL,NULL,9500,
NULL,NULL,NULL,NULL,NULL,NULL,-600,
NULL,NULL,NULL,NULL,NULL,NULL,2000,
NULL,NULL,NULL,NULL,NULL,NULL,12000,
NULL,NULL,NULL,NULL,NULL,NULL,3000,
NULL,NULL,NULL,NULL,NULL,NULL,2500,
NULL,NULL,NULL,NULL,NULL,NULL,500,
NULL,NULL,NULL,NULL,NULL,NULL,2000,
NULL,NULL,NULL,NULL,NULL,NULL,2000,
NULL,NULL,NULL,NULL,NULL,NULL,1000,
NULL,NULL,NULL,NULL,NULL,NULL,7000,
NULL,NULL,NULL,NULL,NULL,NULL,400,
NULL,NULL,NULL,NULL,NULL,NULL,500,
NULL,NULL,NULL,NULL,NULL,NULL,500,
NULL,NULL,NULL,NULL,NULL,NULL,1000,
NULL,NULL,NULL,NULL,NULL,NULL,9500,
NULL,NULL,NULL,NULL,NULL,NULL,500,
NULL,NULL,NULL,NULL,NULL,NULL,1000,
NULL,NULL,NULL,NULL,NULL,NULL,33240,
NULL,NULL,NULL,NULL,NULL,NULL,30324,
NULL,NULL,NULL,NULL,NULL,NULL,14176,
NULL,NULL,NULL,NULL,NULL,NULL,15000,
NULL,NULL,NULL,NULL,NULL,NULL,2000,
A0000,2,NULL,1,NULL,5000,NULL,
A1000,110,20,30,7,69568,12000,
A1200,2,NULL,1,NULL,500,NULL,
A1300,2,2,1,1,5000,5000,
A1400,4,4,2,1,10000,7000,
A1500,2,NULL,1,NULL,500,NULL,
A2000,16,2,6,1,32500,1000,
A3000,26,8,9,3,13504,7500,
A4000,2,NULL,1,NULL,1000,NULL,
A4200,4,NULL,2,NULL,1000,NULL,
A4500,8,NULL,2,NULL,11000,NULL,
A5000,6,2,3,1,3000,5000,
A8000,2,NULL,1,NULL,5000,NULL,
B1000,32,8,11,3,52500,10000,
B1200,2,NULL,1,NULL,5000,NULL,
B1500,70,60,24,24,73700,77950,
B2000,28,10,7,4,37400,5500,
B3000,4,2,1,1,10000,5000,
B3200,8,2,4,1,5500,1000,
B3400,6,2,3,1,2500,2000,
B3600,4,2,2,1,3000,2000,
B4000,20,24,8,6,22800,16500,
B4200,10,16,4,7,9000,11100,
B4300,4,NULL,2,NULL,1500,NULL,
B4400,24,20,10,8,19000,13062,
B5000,4,NULL,1,NULL,0,NULL,
B5100,16,4,7,2,29500,3000,
B5200,10,NULL,4,NULL,4000,NULL,
B5300,4,NULL,1,NULL,7000,NULL,
B6000,4,NULL,2,NULL,2600,NULL,
C1100,14,22,7,8,7100,13100,
C1400,4,NULL,2,NULL,4000,NULL,
C2000,8,2,2,1,13000,1000,
C2100,20,16,7,5,29500,16500,
C2200,12,6,4,2,11500,8500,
C2600,2,16,1,5,1000,5800,
C2900,2,6,1,2,3000,3500,
C4000,2,NULL,1,NULL,1000,NULL,
C4100,12,2,3,1,8200,1000,
C4200,8,NULL,1,NULL,8500,NULL,
C5000,2,2,1,1,5000,4000,
C5100,16,6,7,2,13000,822,
C5110,10,14,5,5,3200,23000,
C5120,20,42,7,14,17500,64900,
C5130,8,4,4,2,11000,7000,
C5140,4,12,2,5,6000,2500,
D2000,6,4,3,2,8000,1500,
D3000,2,2,1,1,1000,500,
D6000,4,NULL,2,NULL,2500,NULL,
D9000,6,4,3,2,4500,5000,
E1000,16,18,4,6,27000,7000,
E1100,42,2,15,1,35000,1000,
E1110,2,NULL,1,NULL,1000,NULL,
E1120,22,NULL,8,NULL,27300,NULL,
E1140,10,NULL,1,NULL,14400,NULL,
E1150,36,NULL,9,NULL,48400,NULL,
E1160,4,NULL,2,NULL,1900,NULL,
E1180,2,NULL,1,NULL,5000,NULL,
E1190,4,NULL,2,NULL,7000,NULL,
E1210,14,NULL,7,NULL,24000,NULL,
E1220,2,NULL,1,NULL,5000,NULL,
E1240,4,NULL,2,NULL,5000,NULL,
E1600,14,6,4,3,26000,8000,
E1620,14,6,6,3,7800,2500,
E1630,6,2,1,1,8000,500,
E1700,2,NULL,1,NULL,500,NULL,
E2000,2,2,1,1,2000,400,
E3000,8,2,4,1,5500,2400,
E5000,2,4,1,2,1000,3500,
F0000,38,30,12,8,50748,38500,
F1000,28,14,10,6,47100,7500,
F1100,36,20,14,10,52200,11900,
F1300,2,6,1,2,800,7000,
F1420,6,2,1,1,15000,2000,
F2000,14,6,3,3,21000,4100,
F2100,54,58,21,23,43000,70380,
F2300,12,24,6,8,12000,24500,
F2500,14,12,5,5,17600,10000,
F2600,10,26,4,11,21000,40500,
F2700,4,18,2,9,3000,27400,
F3000,4,6,2,3,1000,9000,
F3100,54,42,18,17,45002,28680,
F3200,10,4,2,2,13500,2500,
F3300,2,6,1,2,1000,3500,
F3400,8,4,4,2,3700,1500,
F4000,94,112,31,30,86000,98540,
F4100,46,34,16,15,45600,32000,
F4200,62,54,23,20,47102,44236,
F4300,8,NULL,4,NULL,4500,NULL,
F4400,2,NULL,1,NULL,1000,NULL,
F4500,16,22,7,10,26700,33800,
F4600,14,14,6,7,14000,22000,
F4700,2,NULL,1,NULL,500,NULL,
F5000,12,14,6,7,9700,12500,
F5100,32,36,12,15,18650,44100,
F7000,66,36,22,12,61184,22100,
G0000,90,58,33,19,80222,47900,
G1100,2,6,1,3,1000,3000,
G1300,2,NULL,1,NULL,2000,NULL,
G2000,6,8,3,4,8000,4500,
G2100,8,2,4,1,16000,600,
G2200,6,NULL,2,NULL,11000,NULL,
G2300,2,NULL,1,NULL,500,NULL,
G2350,2,NULL,1,NULL,2000,NULL,
G2400,6,8,3,3,6500,12000,
G2500,2,6,1,3,2000,12000,
G2700,6,NULL,3,NULL,5500,NULL,
G2800,2,NULL,1,NULL,1000,NULL,
G2810,4,2,2,1,7000,500,
G2820,4,26,2,4,1100,22362,
G2840,10,2,1,1,-3600,1000,
G2850,24,14,10,4,36500,23500,
G2900,42,24,12,10,54740,24086,
G3000,2,NULL,1,NULL,500,NULL,
G4000,4,4,2,2,1600,1500,
G4100,2,NULL,1,NULL,5000,NULL,
G4300,4,2,2,1,7000,4000,
G4400,2,2,1,1,500,1000,
G4600,6,4,3,2,6000,5500,
G4700,2,NULL,1,NULL,-5000,NULL,
G4900,18,10,9,5,8800,5300,
G5000,10,12,5,6,6000,13000,
G5100,2,NULL,1,NULL,1000,NULL,
G5200,44,70,13,30,41400,55536,
G5210,8,34,4,15,5554,18400,
G5230,2,NULL,1,NULL,500,NULL,
G5250,2,6,1,3,1200,14000,
G5260,4,4,2,2,6000,1500,
G5270,16,24,8,7,-7500,37000,
G5280,8,4,3,2,7000,1500,
G5400,4,6,2,2,1500,3000,
G5500,2,NULL,1,NULL,5000,NULL,
G5600,2,NULL,1,NULL,1000,NULL,
G5700,2,2,1,1,2000,500,
G6400,6,6,3,3,8000,6500,
G6500,14,6,1,3,8200,6000,
G6550,44,30,15,11,68500,49800,
H0000,28,20,9,9,15200,16400,
H1100,154,100,44,28,127800,81212,
H1110,2,6,1,3,500,2000,
H1120,8,NULL,4,NULL,900,NULL,
H1130,104,38,28,14,66610,27602,
H1400,26,14,11,6,7100,7400,
H1500,6,NULL,3,NULL,3500,NULL,
H1700,2,NULL,1,NULL,1000,NULL,
H2000,10,6,5,3,5000,3000,
H2100,40,50,13,16,31100,39300,
H2200,10,NULL,4,NULL,16500,NULL,
H3000,14,14,4,6,13500,15000,
H3100,18,6,6,1,30000,11500,
H3400,2,NULL,1,NULL,1000,NULL,
H3700,2,2,1,1,1000,500,
H4100,8,8,3,4,14000,8500,
H4300,14,14,6,7,14000,11500,
H4400,2,NULL,1,NULL,2000,NULL,
H4500,8,2,4,1,11000,1000,
H4600,4,NULL,1,NULL,4000,NULL,
H5100,36,144,16,39,24300,68200,
H5150,2,6,1,3,500,2300,
H5170,2,2,1,1,5000,500,
H5200,6,NULL,3,NULL,7000,NULL,
H5300,4,NULL,2,NULL,3000,NULL,
J1100,204,NULL,27,NULL,97124,NULL,
J1200,2,184,1,32,700,94988,
J5100,42,154,11,31,46600,97146,
J5400,8,NULL,1,NULL,8500,NULL,
J6200,24,NULL,10,NULL,19000,NULL,
J7120,8,NULL,2,NULL,3400,NULL,
J7500,2,20,1,8,-6654,16700,
J9000,4,4,2,2,3500,2000,
K0000,2,NULL,1,NULL,2000,NULL,
K1000,348,672,81,101,232392,430352,
K1100,6,24,1,10,2500,34500,
K1200,4,42,2,14,2500,17600,
K2000,262,146,43,51,180800,92272,
M0000,2,NULL,1,NULL,2000,NULL,
M1000,12,2,4,1,9500,5000,
M1300,4,2,2,1,800,5000,
M1500,14,2,7,1,16500,2000,
M2000,4,2,1,1,0,1000,
M2100,34,4,9,2,32600,1500,
M2300,12,4,5,2,7000,4000,
M2400,2,NULL,1,NULL,-5000,NULL,
M3100,2,4,1,2,2000,4500,
